# VELOCITY:     AVE_POFV:        ERROR:
     4.63224 3.37083e-05 0.000606749
     4.80704 6.01933e-05  0.00108348
     4.98184           0           0
     5.15664           0           0
   0.0874007   0.0158977     0.01559
    0.262202    0.117678   0.0421157
    0.437004    0.294578   0.0822575
    0.611805    0.501418    0.114724
    0.786607    0.665228    0.134131
    0.961408    0.770025    0.112496
     1.13621    0.767672    0.139442
     1.31101    0.719162    0.144533
     1.48581    0.587468     0.10724
     1.66061    0.463323    0.123917
     1.83542    0.330615    0.104059
     2.01022    0.216167   0.0919762
     2.18502    0.129795   0.0600927
     2.35982   0.0716907   0.0324134
     2.53462   0.0356511   0.0413974
     2.70942   0.0191597   0.0298617
     2.88422  0.00889457   0.0196765
     3.05903   0.0038911   0.0114252
     3.23383  0.00155379  0.00713762
     3.40863 0.000315614  0.00256882
     3.58343 0.000260437  0.00267631
     3.75823 0.000203052  0.00282126
     3.93303 6.62127e-06 0.000119678
     4.10783 1.10354e-05 0.000199464
     4.28264 1.10354e-05 0.000199464
     4.45744 1.54496e-05  0.00027925
     4.63224 3.08993e-05 0.000558499
     4.80704 5.51772e-05  0.00099732
     4.98184           0           0
     5.15664           0           0
   0.0874007   0.0159175   0.0143953
    0.262202    0.117565   0.0389295
    0.437004    0.295412   0.0774238
    0.611805    0.501654    0.105986
    0.786607    0.666344    0.125458
    0.961408    0.768925    0.105742
     1.13621    0.766507     0.13044
     1.31101    0.718825    0.133555
     1.48581    0.589973    0.108925
     1.66061    0.462908    0.114633
     1.83542    0.328653    0.102436
     2.01022    0.214175   0.0922704
     2.18502    0.130633    0.057515
     2.35982   0.0730805   0.0391235
     2.53462   0.0357487    0.038254
     2.70942   0.0189918   0.0277324
     2.88422  0.00892547   0.0181716
     3.05903  0.00389534   0.0105467
     3.23383  0.00169912   0.0070963
     3.40863 0.000395239  0.00277641
     3.58343 0.000240403  0.00249702
     3.75823 0.000187433   0.0026196
     3.93303 6.11194e-06 0.000110858
     4.10783 1.01866e-05 0.000184763
     4.28264 1.01866e-05 0.000184763
     4.45744 1.42612e-05 0.000258669
     4.63224 2.85224e-05 0.000517337
     4.80704 5.09328e-05 0.000923816
     4.98184           0           0
     5.15664           0           0
   0.0874007   0.0160329   0.0135309
    0.262202    0.118097   0.0374207
    0.437004    0.298057   0.0865086
    0.611805    0.503169    0.102203
    0.786607    0.664611    0.120689
    0.961408    0.768024   0.0995483
     1.13621    0.767144    0.121677
     1.31101    0.717081    0.128009
     1.48581    0.591183     0.10351
     1.66061    0.459932    0.119421
     1.83542    0.327872   0.0961748
     2.01022    0.214431   0.0858063
     2.18502    0.130388   0.0535919
     2.35982   0.0736909   0.0379885
     2.53462   0.0362732   0.0367806
     2.70942   0.0193644   0.0266284
     2.88422  0.00879494   0.0170399
     3.05903  0.00383844  0.00984788
     3.23383  0.00168369   0.0065954
     3.40863 0.000455922  0.00280451
     3.58343 0.000244041   0.0023196
     3.75823 0.000196746  0.00243838
     3.93303 3.97276e-05 0.000620134
     4.10783 7.56716e-05  0.00120358
     4.28264 9.45895e-06 0.000172076
     4.45744 1.32425e-05 0.000240906
     4.63224 2.64851e-05 0.000481812
     4.80704 4.72948e-05 0.000860379
     4.98184           0           0
     5.15664           0           0
   0.0874007   0.0158875   0.0129043
    0.262202    0.118494   0.0356697
    0.437004     0.29763   0.0811159
    0.611805    0.501161    0.102178
    0.786607    0.662242    0.120646
    0.961408    0.768346   0.0930977
     1.13621    0.770583    0.129737
     1.31101    0.719428     0.12691
     1.48581    0.591325   0.0966446
     1.66061    0.457697    0.118679
     1.83542    0.328207   0.0899704
     2.01022    0.214485    0.080092
     2.18502    0.131145   0.0518913
     2.35982    0.073851   0.0355759
     2.53462   0.0360956    0.034481
     2.70942    0.018958   0.0259347
     2.88422  0.00864649   0.0161327
     3.05903  0.00388977  0.00923891
     3.23383  0.00161736  0.00627348
     3.40863 0.000476731  0.00264491
     3.58343 0.000227772   0.0021852
     3.75823  0.00018363  0.00228836
     3.93303 3.70791e-05 0.000580804
     4.10783 7.06269e-05  0.00112711
     4.28264 8.82836e-06 0.000161015
     4.45744 1.23597e-05 0.000225421
     4.63224 2.47194e-05 0.000450843
     4.80704 4.41418e-05 0.000805076
     4.98184           0           0
     5.15664           0           0
   0.0874007   0.0160135   0.0123152
    0.262202    0.119961   0.0428595
    0.437004    0.300174   0.0891289
    0.611805    0.503792    0.107189
    0.786607    0.661067    0.115124
    0.961408    0.767041   0.0904815
     1.13621    0.771136    0.122048
     1.31101    0.717375    0.124759
     1.48581    0.589228   0.0983778
     1.66061    0.457141    0.111726
     1.83542    0.325852   0.0946893
     2.01022    0.214792   0.0752961
     2.18502    0.131533   0.0491621
     2.35982   0.0744909   0.0353442
     2.53462   0.0364799   0.0330802
     2.70942   0.0195212    0.026403
     2.88422  0.00848847   0.0153978
     3.05903  0.00389165  0.00866155
     3.23383  0.00163049  0.00588629
     3.40863 0.000595914  0.00330069
     3.58343 0.000213536  0.00206509
     3.75823 0.000172153  0.00215557
     3.93303 3.47617e-05 0.000546149
     4.10783 6.62127e-05  0.00105974
     4.28264 8.27658e-06 0.000151288
     4.45744 1.15872e-05 0.000211804
     4.63224 2.31744e-05 0.000423608
     4.80704 4.13829e-05 0.000756442
     4.98184           0           0
     5.15664           0           0
   0.0874007   0.0161559   0.0118804
    0.262202    0.120892   0.0437946
    0.437004    0.300051    0.083916
    0.611805    0.504003    0.100957
    0.786607     0.66302    0.114098
    0.961408    0.768276    0.088112
     1.13621    0.770856    0.114983
     1.31101    0.715343    0.123174
     1.48581    0.587676    0.096859
     1.66061     0.45661    0.105601
     1.83542    0.325961   0.0891416
     2.01022    0.214624   0.0709338
     2.18502    0.130596   0.0493489
     2.35982   0.0749496   0.0343097
     2.53462    0.037157   0.0335133
     2.70942   0.0192282   0.0254227
     2.88422  0.00864504    0.014773
     3.05903  0.00394472  0.00820978
     3.23383   0.0016078   0.0055556
     3.40863 0.000641874  0.00321855
     3.58343 0.000200975  0.00195718
     3.75823 0.000162026  0.00203723
     3.93303 3.27169e-05 0.000515385
     4.10783 6.23178e-05 0.000999949
     4.28264 7.78973e-06 0.000142668
     4.45744 1.09056e-05 0.000199735
     4.63224 2.18112e-05  0.00039947
     4.80704 3.89486e-05  0.00071334
     4.98184           0           0
     5.15664           0           0
   0.0874007   0.0160323   0.0114472
    0.262202    0.121878   0.0451483
    0.437004    0.300916   0.0808277
    0.611805    0.507542    0.115358
    0.786607    0.664374    0.110586
    0.961408    0.766884   0.0870463
     1.13621    0.768263    0.118558
     1.31101    0.713174    0.122951
     1.48581     0.58864   0.0931714
     1.66061    0.456372   0.0998303
     1.83542    0.325019   0.0859457
     2.01022    0.213512   0.0700294
     2.18502    0.130486   0.0466512
     2.35982   0.0751705    0.032656
     2.53462      0.0376   0.0326782
     2.70942   0.0193267   0.0240783
     2.88422  0.00862678   0.0139563
     3.05903  0.00394922  0.00775412
     3.23383  0.00170829  0.00556142
     3.40863  0.00066507  0.00306939
     3.58343 0.000210409  0.00185653
     3.75823 0.000180981  0.00195523
     3.93303 6.03271e-05 0.000702515
     4.10783 0.000110354  0.00129174
     4.28264 7.35696e-06 0.000134976
     4.45744 1.02998e-05 0.000188966
     4.63224 2.05995e-05 0.000377932
     4.80704 3.67848e-05 0.000674879
     4.98184           0           0
     5.15664           0           0
   0.0874007   0.0161113   0.0109414
    0.262202    0.121872   0.0427723
    0.437004    0.300689   0.0766869
    0.611805    0.509287    0.113892
    0.786607     0.66556     0.10701
    0.961408      0.7672    0.082669
     1.13621    0.766509    0.116852
     1.31101    0.713773    0.116998
     1.48581    0.587403   0.0911468
     1.66061    0.456608    0.094676
     1.83542    0.325108   0.0814388
     2.01022    0.214376   0.0682142
     2.18502    0.130244   0.0444194
     2.35982   0.0743101   0.0347427
     2.53462   0.0369425   0.0332321
     2.70942    0.019072   0.0232862
     2.88422  0.00869268   0.0132771
     3.05903   0.0040564  0.00760542
     3.23383  0.00165044  0.00537487
     3.40863 0.000657945  0.00291078
     3.58343 0.000249517  0.00189996
     3.75823 0.000171456  0.00186057
     3.93303  5.7152e-05 0.000668093
     4.10783 0.000104546   0.0012284
     4.28264 6.96976e-06  0.00012807
     4.45744 9.75766e-06 0.000179297
     4.63224 1.95153e-05 0.000358595
     4.80704 3.48488e-05 0.000640348
     4.98184           0           0
     5.15664           0           0
   0.0874007   0.0165611   0.0132873
    0.262202    0.122438   0.0419475
    0.437004    0.301293   0.0736945
    0.611805    0.509797    0.108603
    0.786607    0.666996    0.105037
    0.961408    0.767674   0.0790178
     1.13621    0.767238    0.111818
     1.31101    0.713022    0.112004
     1.48581    0.586611   0.0878055
     1.66061    0.455114   0.0940498
     1.83542    0.324485   0.0782141
     2.01022    0.213508   0.0667412
     2.18502    0.130227   0.0421996
     2.35982   0.0737053   0.0348314
     2.53462   0.0371466   0.0317932
     2.70942   0.0190361   0.0221318
     2.88422    0.008654   0.0126333
     3.05903  0.00430647  0.00856602
     3.23383  0.00169504  0.00517168
     3.40863  0.00064756  0.00277184
     3.58343 0.000237041   0.0018195
     3.75823 0.000162883  0.00177457
     3.93303 5.42944e-05 0.000636862
     4.10783  9.9319e-05  0.00117094
     4.28264 6.62127e-06 0.000121835
     4.45744 9.26978e-06 0.000170569
     4.63224 1.85396e-05 0.000341138
     4.80704 3.31063e-05 0.000609175
     4.98184           0           0
     5.15664           0           0
