# DISTANCE:     AVE_GOFR:        ERROR:
     1.78265    0.843142  0.00438801
      1.8083    0.873354  0.00474868
     1.83395    0.922398  0.00629062
      1.8596     0.97648  0.00522884
     1.88525     1.01209  0.00593289
      1.9109     1.04249   0.0053895
     1.93655     1.08104  0.00367653
      1.9622     1.12551  0.00484294
     1.98785     1.14582  0.00410807
      2.0135     1.16377  0.00465033
     2.03915      1.1857  0.00964477
      2.0648     1.19625   0.0074947
     2.09045     1.20369  0.00492129
      2.1161     1.19551  0.00621205
     2.14174     1.17241  0.00502313
     2.16739     1.15046  0.00620772
     2.19304     1.13102   0.0055885
     2.21869     1.11318  0.00792918
     2.24434     1.08029  0.00594147
     2.26999     1.05305  0.00491996
     2.29564     1.02444  0.00520098
     2.32129     1.00584  0.00431372
     2.34694    0.974677  0.00437868
     2.37259    0.955272  0.00419039
     2.39824    0.931525  0.00442975
     2.42389    0.909216  0.00413661
     2.44954    0.895294  0.00413461
     2.47519    0.885402  0.00422687
     2.50084    0.886497  0.00405047
     2.52649    0.884438  0.00466204
     2.55214    0.883663  0.00325387
   0.0128248           0           0
   0.0384745           0           0
   0.0641241           0           0
   0.0897737           0           0
    0.115423           0           0
    0.141073           0           0
    0.166723           0           0
    0.192372           0           0
    0.218022           0           0
    0.243672           0           0
    0.269321           0           0
    0.294971           0           0
     0.32062           0           0
     0.34627           0           0
     0.37192           0           0
    0.397569           0           0
    0.423219           0           0
    0.448869           0           0
    0.474518           0           0
    0.500168           0           0
    0.525818           0           0
    0.551467           0           0
    0.577117           0           0
    0.602767           0           0
    0.628416           0           0
    0.654066           0           0
    0.679715           0           0
    0.705365           0           0
    0.731015           0           0
    0.756664           0           0
    0.782314           0           0
    0.807964           0           0
    0.833613           0           0
    0.859263           0           0
    0.884913   0.0011057 0.000247745
    0.910562   0.0259598  0.00130781
    0.936212    0.171699  0.00390843
    0.961861    0.570073  0.00788814
    0.987511     1.19758   0.0086452
     1.01316     1.85562   0.0124752
     1.03881     2.29302   0.0129272
     1.06446     2.48719   0.0141103
     1.09011     2.48112   0.0138255
     1.11576     2.33044   0.0109372
     1.14141     2.14023   0.0150149
     1.16706      1.9097   0.0127819
     1.19271     1.70931  0.00941196
     1.21836     1.51073  0.00800341
     1.24401     1.33459  0.00664293
     1.26966     1.22135  0.00824815
     1.29531     1.10105  0.00657535
     1.32096    0.994309  0.00651036
     1.34661    0.918796  0.00556938
     1.37226    0.845986  0.00638588
     1.39791    0.788665  0.00452604
     1.42355     0.75382  0.00625731
      1.4492     0.73265  0.00724573
     1.47485    0.707472  0.00481315
      1.5005    0.684891  0.00682671
     1.52615    0.670348   0.0058682
      1.5518    0.662831  0.00499984
     1.57745    0.667213   0.0052844
      1.6031    0.680885  0.00400009
     1.62875    0.683851  0.00277397
      1.6544    0.691983  0.00683798
     1.68005    0.715494  0.00481693
      1.7057    0.744433  0.00408446
     1.73135    0.772761   0.0055488
       1.757    0.810315  0.00356393
     1.78265    0.845453  0.00455718
      1.8083    0.875767  0.00489185
     1.83395    0.924362  0.00601759
      1.8596    0.973073  0.00575774
     1.88525     1.00977  0.00583196
      1.9109     1.04349  0.00499054
     1.93655     1.08013  0.00345289
      1.9622     1.12365   0.0047453
     1.98785     1.14444  0.00396254
      2.0135     1.16163  0.00469364
     2.03915     1.18584  0.00876908
      2.0648     1.19836  0.00710395
     2.09045     1.20457  0.00455305
      2.1161     1.19789   0.0060865
     2.14174     1.17209  0.00457668
     2.16739     1.15163  0.00575399
     2.19304     1.13165  0.00511522
     2.21869     1.11109  0.00747823
     2.24434      1.0772  0.00615266
     2.26999      1.0526  0.00449368
     2.29564     1.02241  0.00510847
     2.32129     1.00212  0.00528769
     2.34694    0.972911  0.00432221
     2.37259    0.952186  0.00481357
     2.39824    0.931682  0.00402982
     2.42389    0.909954   0.0038257
     2.44954    0.894254  0.00388736
     2.47519    0.885985  0.00388261
     2.50084    0.888688  0.00423375
     2.52649    0.887609  0.00520581
     2.55214    0.886039  0.00372569
   0.0128248           0           0
   0.0384745           0           0
   0.0641241           0           0
   0.0897737           0           0
    0.115423           0           0
    0.141073           0           0
    0.166723           0           0
    0.192372           0           0
    0.218022           0           0
    0.243672           0           0
    0.269321           0           0
    0.294971           0           0
     0.32062           0           0
     0.34627           0           0
     0.37192           0           0
    0.397569           0           0
    0.423219           0           0
    0.448869           0           0
    0.474518           0           0
    0.500168           0           0
    0.525818           0           0
    0.551467           0           0
    0.577117           0           0
    0.602767           0           0
    0.628416           0           0
    0.654066           0           0
    0.679715           0           0
    0.705365           0           0
    0.731015           0           0
    0.756664           0           0
    0.782314           0           0
    0.807964           0           0
    0.833613           0           0
    0.859263           0           0
    0.884913  0.00112865  0.00022816
    0.910562   0.0254634   0.0012896
    0.936212    0.169999  0.00393537
    0.961861    0.569046  0.00729736
    0.987511     1.19844  0.00796746
     1.01316     1.85368   0.0115847
     1.03881     2.29764   0.0126491
     1.06446     2.48781   0.0129479
     1.09011     2.47956   0.0127607
     1.11576     2.32713   0.0105158
     1.14141     2.14272   0.0139687
     1.16706     1.91372   0.0123313
     1.19271     1.70804  0.00871273
     1.21836      1.5115  0.00737332
     1.24401      1.3336  0.00616205
     1.26966     1.22246   0.0076343
     1.29531     1.10143  0.00603855
     1.32096    0.995908  0.00616096
     1.34661    0.921173  0.00558951
     1.37226    0.849815  0.00690686
     1.39791    0.790227  0.00441041
     1.42355    0.753683  0.00573737
      1.4492    0.730342  0.00699994
     1.47485     0.70397  0.00554192
      1.5005     0.68369  0.00636256
     1.52615    0.669681  0.00541698
      1.5518    0.664132  0.00474941
     1.57745    0.668266  0.00494782
      1.6031    0.680284  0.00371161
     1.62875    0.684865  0.00272204
      1.6544    0.691886  0.00626883
     1.68005    0.713733  0.00472639
      1.7057    0.741851  0.00448642
     1.73135     0.76828  0.00665397
       1.757     0.80864  0.00363959
     1.78265    0.843411  0.00461241
      1.8083    0.875451  0.00449439
     1.83395    0.923718  0.00555051
      1.8596     0.97397  0.00534747
     1.88525     1.01251  0.00595657
      1.9109     1.04437  0.00465106
     1.93655     1.08184  0.00356185
      1.9622      1.1246  0.00444327
     1.98785     1.14529  0.00372245
      2.0135     1.16424    0.004977
     2.03915     1.18891  0.00855657
      2.0648     1.19832  0.00651207
     2.09045     1.20283  0.00449346
      2.1161     1.19552  0.00602119
     2.14174     1.17333  0.00435876
     2.16739     1.15375  0.00565073
     2.19304     1.13111  0.00471697
     2.21869     1.11054    0.006875
     2.24434     1.07489   0.0060594
     2.26999     1.05009  0.00476843
     2.29564     1.02032  0.00509249
     2.32129     1.00022  0.00517697
     2.34694    0.975061  0.00446507
     2.37259    0.951539  0.00445565
     2.39824    0.931966  0.00370399
     2.42389    0.911346  0.00375161
     2.44954    0.896087  0.00397184
     2.47519    0.889109  0.00464883
     2.50084    0.889986  0.00407509
     2.52649    0.888205  0.00480599
     2.55214    0.886025  0.00341524
   0.0128248           0           0
   0.0384745           0           0
   0.0641241           0           0
   0.0897737           0           0
    0.115423           0           0
    0.141073           0           0
    0.166723           0           0
    0.192372           0           0
    0.218022           0           0
    0.243672           0           0
    0.269321           0           0
    0.294971           0           0
     0.32062           0           0
     0.34627           0           0
     0.37192           0           0
    0.397569           0           0
    0.423219           0           0
    0.448869           0           0
    0.474518           0           0
    0.500168           0           0
    0.525818           0           0
    0.551467           0           0
    0.577117           0           0
    0.602767           0           0
    0.628416           0           0
    0.654066           0           0
    0.679715           0           0
    0.705365           0           0
    0.731015           0           0
    0.756664           0           0
    0.782314           0           0
    0.807964           0           0
    0.833613           0           0
    0.859263           0           0
    0.884913  0.00108638 0.000214489
    0.910562   0.0256199  0.00119986
    0.936212    0.168535   0.0038953
    0.961861    0.569893  0.00678492
    0.987511     1.19912   0.0073834
     1.01316     1.85317    0.010705
     1.03881     2.29809   0.0116839
     1.06446     2.48803   0.0119539
     1.09011     2.48245   0.0121016
     1.11576      2.3319   0.0107356
     1.14141     2.14157   0.0129411
     1.16706     1.91417    0.011391
     1.19271     1.70546  0.00841607
     1.21836     1.50846  0.00740671
     1.24401     1.33487  0.00581593
     1.26966     1.21995  0.00744782
     1.29531     1.10203   0.0056033
     1.32096    0.996487  0.00571422
     1.34661    0.920751  0.00517545
     1.37226    0.852339  0.00682125
     1.39791    0.791761  0.00432946
     1.42355    0.754147  0.00531474
      1.4492    0.730853  0.00648012
     1.47485    0.703755  0.00511977
      1.5005    0.682929  0.00591855
     1.52615    0.667597  0.00538631
      1.5518    0.662857   0.0045521
     1.57745    0.667676  0.00460227
      1.6031    0.679792  0.00345849
     1.62875    0.683932  0.00266782
      1.6544    0.692195  0.00579425
     1.68005    0.714076  0.00437527
      1.7057    0.740128  0.00446008
     1.73135    0.768946  0.00617534
       1.757    0.809068  0.00338478
     1.78265    0.844859  0.00447916
      1.8083    0.876404  0.00424863
     1.83395    0.922161  0.00533738
      1.8596    0.972337  0.00517969
     1.88525     1.01058  0.00580437
      1.9109     1.04305  0.00447473
     1.93655     1.08181  0.00328794
      1.9622     1.12683  0.00462637
     1.98785     1.14737   0.0039768
      2.0135     1.16508  0.00466362
     2.03915      1.1896  0.00792689
      2.0648     1.20049  0.00636225
     2.09045     1.20455  0.00446526
      2.1161     1.19687  0.00570557
     2.14174     1.17398  0.00407271
     2.16739      1.1553  0.00542312
     2.19304     1.13178  0.00440078
     2.21869     1.10847  0.00665225
     2.24434     1.07356  0.00573658
     2.26999      1.0473  0.00515108
     2.29564     1.01844  0.00503659
     2.32129     1.00006  0.00478138
     2.34694    0.975122  0.00412202
     2.37259    0.952026  0.00413942
     2.39824    0.931601  0.00343701
     2.42389    0.910855  0.00349498
     2.44954    0.896458  0.00368364
     2.47519    0.889106  0.00429123
     2.50084    0.890807  0.00384349
     2.52649    0.887925  0.00444442
     2.55214    0.886456  0.00317953
   0.0128248           0           0
   0.0384745           0           0
   0.0641241           0           0
   0.0897737           0           0
    0.115423           0           0
    0.141073           0           0
    0.166723           0           0
    0.192372           0           0
    0.218022           0           0
    0.243672           0           0
    0.269321           0           0
    0.294971           0           0
     0.32062           0           0
     0.34627           0           0
     0.37192           0           0
    0.397569           0           0
    0.423219           0           0
    0.448869           0           0
    0.474518           0           0
    0.500168           0           0
    0.525818           0           0
    0.551467           0           0
    0.577117           0           0
    0.602767           0           0
    0.628416           0           0
    0.654066           0           0
    0.679715           0           0
    0.705365           0           0
    0.731015           0           0
    0.756664           0           0
    0.782314           0           0
    0.807964           0           0
    0.833613           0           0
    0.859263 2.36055e-05 2.27468e-05
    0.884913  0.00115835 0.000210897
    0.910562   0.0253811  0.00113767
    0.936212    0.168562  0.00361715
    0.961861     0.57149  0.00648559
    0.987511     1.19822  0.00691065
     1.01316     1.85338  0.00994254
     1.03881     2.29789    0.010851
     1.06446     2.49224   0.0118174
     1.09011     2.48892   0.0128515
     1.11576     2.33031   0.0100854
     1.14141     2.13888    0.012293
     1.16706     1.91236   0.0107197
     1.19271     1.70097  0.00893538
     1.21836     1.50902  0.00689862
     1.24401     1.33509  0.00540479
     1.26966     1.21848  0.00705948
     1.29531     1.10344  0.00537925
     1.32096    0.993802  0.00590338
     1.34661    0.917802  0.00558291
     1.37226    0.853653  0.00645922
     1.39791    0.793488  0.00435139
     1.42355    0.755657  0.00514519
      1.4492    0.730553  0.00602418
     1.47485    0.701951  0.00506191
      1.5005    0.680568    0.005948
     1.52615    0.665878  0.00526881
      1.5518    0.661987   0.0043093
     1.57745    0.666815  0.00435328
      1.6031    0.679241  0.00325504
     1.62875    0.683651  0.00249203
      1.6544    0.692509  0.00538883
     1.68005    0.714297  0.00406832
      1.7057    0.741334  0.00430153
     1.73135    0.769832  0.00579745
       1.757     0.81184   0.0041245
     1.78265    0.846699   0.0045212
      1.8083    0.879758  0.00509953
     1.83395    0.926365  0.00640135
      1.8596    0.972811  0.00483141
     1.88525     1.01011  0.00540817
      1.9109     1.04427  0.00431624
     1.93655     1.08332  0.00338002
      1.9622     1.12644  0.00431265
     1.98785     1.14734  0.00369288
      2.0135     1.16674  0.00461939
     2.03915     1.18897  0.00738616
      2.0648     1.20088  0.00591964
     2.09045     1.20365  0.00423711
      2.1161     1.19396  0.00599346
     2.14174     1.17518  0.00395394
     2.16739     1.15432  0.00512246
     2.19304     1.13088  0.00417587
     2.21869     1.10637  0.00649885
     2.24434       1.072  0.00553689
     2.26999     1.04431  0.00558684
     2.29564      1.0169  0.00490458
     2.32129    0.997715  0.00498139
     2.34694    0.973838  0.00402278
     2.37259    0.951629  0.00386272
     2.39824    0.931043  0.00323639
     2.42389    0.909357  0.00355172
     2.44954    0.895933  0.00345775
     2.47519    0.889802  0.00404079
     2.50084    0.890717  0.00357002
     2.52649    0.888087  0.00412992
     2.55214    0.887235  0.00304646
   0.0128248           0           0
   0.0384745           0           0
   0.0641241           0           0
   0.0897737           0           0
    0.115423           0           0
    0.141073           0           0
    0.166723           0           0
    0.192372           0           0
    0.218022           0           0
    0.243672           0           0
    0.269321           0           0
    0.294971           0           0
     0.32062           0           0
     0.34627           0           0
     0.37192           0           0
    0.397569           0           0
    0.423219           0           0
    0.448869           0           0
    0.474518           0           0
    0.500168           0           0
    0.525818           0           0
    0.551467           0           0
    0.577117           0           0
    0.602767           0           0
    0.628416           0           0
    0.654066           0           0
    0.679715           0           0
    0.705365           0           0
    0.731015           0           0
    0.756664           0           0
    0.782314           0           0
    0.807964           0           0
    0.833613           0           0
    0.859263 2.20318e-05 2.12848e-05
    0.884913  0.00125043 0.000216003
    0.910562   0.0256767  0.00109955
    0.936212    0.169619  0.00352713
    0.961861    0.571466  0.00605326
    0.987511     1.19756  0.00648165
     1.01316     1.85187   0.0093931
     1.03881     2.29933   0.0102226
     1.06446     2.49514   0.0113789
     1.09011     2.49062   0.0121061
     1.11576     2.33025  0.00941325
     1.14141     2.13591   0.0118265
     1.16706     1.91293   0.0100201
     1.19271     1.70361  0.00872223
     1.21836      1.5071  0.00669982
     1.24401     1.33463  0.00506398
     1.26966     1.21912  0.00661749
     1.29531     1.10258  0.00508855
     1.32096    0.993374  0.00552526
     1.34661    0.917597  0.00521446
     1.37226    0.855547  0.00630029
     1.39791    0.792591  0.00415278
     1.42355    0.755893  0.00480756
      1.4492    0.728503  0.00596138
     1.47485    0.701181  0.00478274
      1.5005    0.681055  0.00557134
     1.52615    0.666694  0.00498041
      1.5518    0.661882  0.00402329
     1.57745    0.664441   0.0046657
      1.6031    0.677705  0.00338123
     1.62875    0.683258  0.00235666
      1.6544     0.69272  0.00503371
     1.68005    0.715416  0.00394811
      1.7057    0.742878  0.00428289
     1.73135    0.769517   0.0054195
       1.757    0.811265  0.00388936
     1.78265    0.846604  0.00422077
      1.8083    0.879961  0.00476363
     1.83395    0.926556  0.00597742
      1.8596    0.974654  0.00484792
     1.88525       1.013   0.0057657
      1.9109     1.04804  0.00543559
     1.93655      1.0854  0.00374087
      1.9622     1.12615  0.00403429
     1.98785     1.14711  0.00345342
      2.0135     1.16589   0.0043891
     2.03915     1.18896  0.00689375
      2.0648     1.19964  0.00565296
     2.09045     1.20347  0.00395824
      2.1161     1.19245  0.00578121
     2.14174     1.17287  0.00431338
     2.16739     1.15227  0.00517764
     2.19304     1.12989  0.00401324
     2.21869     1.10643   0.0060659
     2.24434      1.0724  0.00518212
     2.26999     1.04402  0.00522186
     2.29564     1.01575  0.00471065
     2.32129    0.997099   0.0046872
     2.34694     0.97123  0.00452145
     2.37259     0.95138  0.00361323
     2.39824    0.933038  0.00358299
     2.42389    0.909543  0.00331982
     2.44954     0.89585  0.00322822
     2.47519    0.891451  0.00409422
     2.50084    0.891879  0.00351616
     2.52649    0.888326  0.00386149
     2.55214    0.887656  0.00287233
   0.0128248           0           0
   0.0384745           0           0
   0.0641241           0           0
   0.0897737           0           0
    0.115423           0           0
    0.141073           0           0
    0.166723           0           0
    0.192372           0           0
    0.218022           0           0
    0.243672           0           0
    0.269321           0           0
    0.294971           0           0
     0.32062           0           0
     0.34627           0           0
     0.37192           0           0
    0.397569           0           0
    0.423219           0           0
    0.448869           0           0
    0.474518           0           0
    0.500168           0           0
    0.525818           0           0
    0.551467           0           0
    0.577117           0           0
    0.602767           0           0
    0.628416           0           0
    0.654066           0           0
    0.679715           0           0
    0.705365           0           0
    0.731015           0           0
    0.756664           0           0
    0.782314           0           0
    0.807964           0           0
    0.833613           0           0
    0.859263 2.06548e-05 1.99989e-05
    0.884913  0.00117227 0.000216179
    0.910562   0.0259196  0.00105731
    0.936212    0.168048  0.00363999
    0.961861    0.573408  0.00597831
    0.987511     1.19692  0.00610811
     1.01316     1.84964  0.00906845
     1.03881      2.3029   0.0101876
     1.06446     2.49694   0.0108099
     1.09011     2.49005   0.0113627
     1.11576      2.3266  0.00950767
     1.14141     2.13599   0.0110875
     1.16706     1.90829   0.0104106
     1.19271     1.70174  0.00837662
     1.21836     1.50886   0.0065082
     1.24401     1.34254  0.00900882
     1.26966     1.22444   0.0080689
     1.29531     1.10405  0.00497754
     1.32096    0.995796  0.00568593
     1.34661    0.916491  0.00500461
     1.37226    0.854749  0.00595682
     1.39791    0.791883   0.0039532
     1.42355    0.756471  0.00454171
      1.4492    0.726279  0.00598919
     1.47485     0.69811  0.00537984
      1.5005    0.681456  0.00523757
     1.52615     0.66641  0.00467725
      1.5518    0.660774  0.00392128
     1.57745    0.662517  0.00475419
      1.6031    0.676562   0.0033576
     1.62875    0.682186  0.00244124
      1.6544    0.692637  0.00471979
     1.68005    0.716351  0.00381043
      1.7057    0.740789  0.00449595
     1.73135     0.76874  0.00513621
       1.757    0.809651  0.00396711
     1.78265    0.846671   0.0039575
      1.8083    0.880325  0.00447976
     1.83395    0.928627  0.00595179
      1.8596    0.974341    0.004555
     1.88525     1.01298  0.00540537
      1.9109     1.04923  0.00522384
     1.93655     1.08787  0.00424326
      1.9622     1.12663  0.00380973
     1.98785     1.14742  0.00325082
      2.0135     1.16602  0.00411657
     2.03915     1.18787  0.00654796
      2.0648     1.19844  0.00542566
     2.09045     1.20418  0.00377283
      2.1161     1.19259  0.00542158
     2.14174     1.17257  0.00405418
     2.16739     1.15184  0.00487139
     2.19304     1.13033   0.0037863
     2.21869     1.10841  0.00599867
     2.24434     1.07388  0.00506565
     2.26999     1.04561  0.00513419
     2.29564     1.01833  0.00507019
     2.32129    0.997461  0.00440825
     2.34694    0.970305  0.00433238
     2.37259    0.950333  0.00353576
     2.39824     0.93111  0.00384292
     2.42389    0.908793  0.00319607
     2.44954    0.895838  0.00302648
     2.47519    0.891409  0.00383855
     2.50084    0.891561  0.00331076
     2.52649    0.887802  0.00365553
     2.55214    0.886323  0.00298643
   0.0128248           0           0
   0.0384745           0           0
   0.0641241           0           0
   0.0897737           0           0
    0.115423           0           0
    0.141073           0           0
    0.166723           0           0
    0.192372           0           0
    0.218022           0           0
    0.243672           0           0
    0.269321           0           0
    0.294971           0           0
     0.32062           0           0
     0.34627           0           0
     0.37192           0           0
    0.397569           0           0
    0.423219           0           0
    0.448869           0           0
    0.474518           0           0
    0.500168           0           0
    0.525818           0           0
    0.551467           0           0
    0.577117           0           0
    0.602767           0           0
    0.628416           0           0
    0.654066           0           0
    0.679715           0           0
    0.705365           0           0
    0.731015           0           0
    0.756664           0           0
    0.782314           0           0
    0.807964           0           0
    0.833613           0           0
    0.859263 1.94398e-05 1.88594e-05
    0.884913  0.00120028 0.000205269
    0.910562   0.0255839  0.00104704
    0.936212    0.168005  0.00342613
    0.961861    0.575106  0.00586279
    0.987511     1.19723  0.00575703
     1.01316     1.85173  0.00877289
     1.03881     2.30497  0.00979746
     1.06446     2.49603   0.0102121
     1.09011     2.49193   0.0108473
     1.11576     2.32779  0.00902219
     1.14141     2.13652   0.0104481
     1.16706     1.90858  0.00980216
     1.19271     1.70205  0.00788979
     1.21836     1.50772  0.00622447
     1.24401     1.34529  0.00888886
     1.26966     1.22407  0.00760308
     1.29531     1.10318  0.00476131
     1.32096    0.995284  0.00537447
     1.34661    0.914981  0.00493284
     1.37226    0.854368  0.00561861
     1.39791    0.791709  0.00372449
     1.42355    0.755051  0.00449097
      1.4492    0.724538  0.00588442
     1.47485    0.695704  0.00557575
      1.5005    0.678386  0.00575952
     1.52615    0.664868  0.00464914
      1.5518     0.66101  0.00369771
     1.57745    0.663873  0.00466369
      1.6031    0.677404  0.00326398
     1.62875    0.682083  0.00229981
      1.6544     0.69356  0.00453161
     1.68005    0.715542  0.00367118
      1.7057    0.740083  0.00428658
     1.73135     0.76813   0.0048701
       1.757    0.810029  0.00375168
     1.78265    0.847673  0.00384948
      1.8083    0.881297  0.00432036
     1.83395    0.929107  0.00562098
      1.8596    0.974388   0.0042873
     1.88525     1.01313  0.00508942
      1.9109     1.05071  0.00512235
     1.93655     1.09123  0.00515483
      1.9622     1.12909  0.00431106
     1.98785     1.14808  0.00312602
      2.0135     1.16667  0.00392596
     2.03915     1.18755  0.00617106
      2.0648     1.19714  0.00525965
     2.09045     1.20293  0.00375051
      2.1161     1.19275  0.00510518
     2.14174     1.17198   0.0038586
     2.16739     1.15245  0.00462215
     2.19304      1.1314  0.00371139
     2.21869     1.10835  0.00564606
     2.24434     1.07405  0.00477059
     2.26999     1.04575  0.00483406
     2.29564     1.01811  0.00477664
     2.32129    0.997289  0.00415233
     2.34694    0.970055  0.00408477
     2.37259    0.948758  0.00366196
     2.39824    0.929081  0.00411793
     2.42389    0.908047  0.00309381
     2.44954    0.896494  0.00291855
     2.47519    0.889786  0.00394089
     2.50084    0.889302  0.00380951
     2.52649    0.887753  0.00344083
     2.55214     0.88521  0.00301075
   0.0128248           0           0
   0.0384745           0           0
   0.0641241           0           0
   0.0897737           0           0
    0.115423           0           0
    0.141073           0           0
    0.166723           0           0
    0.192372           0           0
    0.218022           0           0
    0.243672           0           0
    0.269321           0           0
    0.294971           0           0
     0.32062           0           0
     0.34627           0           0
     0.37192           0           0
    0.397569           0           0
    0.423219           0           0
    0.448869           0           0
    0.474518           0           0
    0.500168           0           0
    0.525818           0           0
    0.551467           0           0
    0.577117           0           0
    0.602767           0           0
    0.628416           0           0
    0.654066           0           0
    0.679715           0           0
    0.705365           0           0
    0.731015           0           0
    0.756664           0           0
    0.782314           0           0
    0.807964           0           0
    0.833613           0           0
    0.859263 1.83598e-05 1.78426e-05
    0.884913  0.00115588  0.00019861
    0.910562   0.0252949  0.00102798
    0.936212    0.168496  0.00327081
    0.961861    0.575027   0.0055376
    0.987511      1.1981  0.00550165
     1.01316     1.84923  0.00863526
     1.03881     2.30569    0.009279
     1.06446     2.49959   0.0102467
     1.09011     2.49543   0.0107951
     1.11576      2.3287  0.00856746
     1.14141     2.13619   0.0098726
     1.16706     1.90809  0.00926993
     1.19271     1.70302  0.00751136
     1.21836     1.50772  0.00587867
     1.24401     1.34558  0.00839982
     1.26966     1.22185  0.00749715
     1.29531     1.10224  0.00458821
     1.32096    0.992763  0.00563611
     1.34661    0.912925  0.00506916
     1.37226    0.855147  0.00536017
     1.39791    0.792049   0.0035331
     1.42355    0.755313   0.0042491
      1.4492    0.725092  0.00558348
     1.47485     0.69571  0.00526599
      1.5005    0.677008  0.00560201
     1.52615    0.664752   0.0043923
      1.5518    0.660545  0.00352139
     1.57745    0.663459  0.00442293
      1.6031    0.677447  0.00308293
     1.62875    0.682719  0.00225832
      1.6544    0.692704  0.00435987
     1.68005    0.714521  0.00360631
      1.7057    0.739275  0.00412377
     1.73135    0.768041  0.00460035
       1.757    0.808834  0.00372865
     1.78265    0.846441  0.00382782
      1.8083    0.880014  0.00426658
     1.83395    0.930159   0.0054063
      1.8596    0.975877  0.00430002
     1.88525     1.01288  0.00481249
      1.9109     1.05047  0.00484339
     1.93655     1.09246  0.00501447
      1.9622     1.13063  0.00433804
     1.98785     1.14979  0.00338921
      2.0135     1.16816   0.0039809
     2.03915     1.18856  0.00591065
      2.0648     1.19848  0.00513458
     2.09045     1.20366  0.00361166
      2.1161     1.19303  0.00482891
     2.14174     1.17201  0.00364436
     2.16739     1.15222  0.00437064
     2.19304     1.13197  0.00354797
     2.21869     1.11008  0.00559171
     2.24434     1.07343  0.00454614
     2.26999     1.04398  0.00487914
     2.29564     1.01712  0.00461193
     2.32129    0.996527  0.00399086
     2.34694    0.968963  0.00400114
     2.37259    0.947623  0.00363014
     2.39824    0.928283  0.00396565
     2.42389    0.906615  0.00323661
     2.44954    0.896288  0.00276367
     2.47519    0.889597  0.00372647
     2.50084    0.887871  0.00385723
     2.52649    0.885507   0.0039143
     2.55214      0.8846  0.00290467
   0.0128248           0           0
   0.0384745           0           0
   0.0641241           0           0
   0.0897737           0           0
    0.115423           0           0
    0.141073           0           0
    0.166723           0           0
    0.192372           0           0
    0.218022           0           0
    0.243672           0           0
    0.269321           0           0
    0.294971           0           0
     0.32062           0           0
     0.34627           0           0
     0.37192           0           0
    0.397569           0           0
    0.423219           0           0
    0.448869           0           0
    0.474518           0           0
    0.500168           0           0
    0.525818           0           0
    0.551467           0           0
    0.577117           0           0
    0.602767           0           0
    0.628416           0           0
    0.654066           0           0
    0.679715           0           0
    0.705365           0           0
    0.731015           0           0
    0.756664           0           0
    0.782314           0           0
    0.807964           0           0
    0.833613           0           0
    0.859263 1.73935e-05 1.69296e-05
    0.884913  0.00113021 0.000189808
    0.910562   0.0253333 0.000974593
    0.936212    0.168073  0.00312588
    0.961861    0.575292  0.00525245
    0.987511     1.20034   0.0056506
     1.01316     1.84946  0.00818395
     1.03881     2.30505  0.00881263
     1.06446      2.4985  0.00976522
     1.09011     2.49644   0.0102747
     1.11576     2.33046  0.00829385
     1.14141     2.13323  0.00978738
     1.16706     1.90626  0.00896013
     1.19271     1.70319  0.00711782
     1.21836     1.50829  0.00559701
     1.24401     1.34557  0.00795773
     1.26966     1.22095  0.00715634
     1.29531     1.10375  0.00459055
     1.32096     0.99526  0.00586634
     1.34661    0.912344  0.00483551
     1.37226    0.854632  0.00510272
     1.39791    0.792115  0.00334777
     1.42355    0.756597    0.004215
      1.4492     0.72465  0.00530708
     1.47485    0.694629  0.00509854
      1.5005    0.677054  0.00530736
     1.52615    0.664729  0.00416119
      1.5518    0.660195  0.00335344
     1.57745    0.663101  0.00420458
      1.6031    0.676505  0.00306117
     1.62875    0.682661   0.0021402
      1.6544     0.69307  0.00414567
     1.68005    0.714549  0.00341661
      1.7057    0.737651   0.0042144
     1.73135    0.768447  0.00437611
       1.757    0.808465  0.00355063
     1.78265     0.84617  0.00363592
      1.8083    0.880787  0.00411156
     1.83395     0.93084  0.00516448
      1.8596    0.973832  0.00453426
     1.88525     1.01287  0.00455921
      1.9109     1.05097  0.00461357
     1.93655     1.09225  0.00475509
      1.9622     1.13082   0.0041136
     1.98785     1.15047  0.00327883
      2.0135     1.16726  0.00387243
     2.03915       1.191  0.00608144
      2.0648     1.19963   0.0049921
     2.09045     1.20384  0.00342594
      2.1161     1.19357  0.00460522
     2.14174     1.17151  0.00348615
     2.16739     1.15063  0.00442066
     2.19304     1.13213  0.00336487
     2.21869        1.11  0.00529796
     2.24434     1.07318  0.00431377
     2.26999     1.04366  0.00463309
     2.29564     1.01705  0.00436967
     2.32129    0.996045  0.00380984
     2.34694    0.968368  0.00383447
     2.37259    0.947644  0.00343915
     2.39824    0.930179  0.00418568
     2.42389    0.906886  0.00307758
     2.44954    0.897219  0.00277065
     2.47519    0.889692  0.00353156
     2.50084    0.887695  0.00365826
     2.52649    0.885782   0.0037179
     2.55214    0.884099   0.0027946
   0.0128248           0           0
   0.0384745           0           0
   0.0641241           0           0
   0.0897737           0           0
    0.115423           0           0
    0.141073           0           0
    0.166723           0           0
    0.192372           0           0
    0.218022           0           0
    0.243672           0           0
    0.269321           0           0
    0.294971           0           0
     0.32062           0           0
     0.34627           0           0
     0.37192           0           0
    0.397569           0           0
    0.423219           0           0
    0.448869           0           0
