3.20513 0
3.18484 0.0202856
3.15629 0.0308648
3.10251 0.0580373
3.05804 0.0632307
3.0405 0.0545284
3.03131 0.0469916
3.01896 0.0425271
3.01775 0.0375251
3.01502 0.0336744
3.00916 0.0310167
3.0089 0.0283155
3.01022 0.0260799
3.0111 0.0241611
3.01262 0.0225445
3.01546 0.0212791
3.01794 0.020141
3.0192 0.0190306
3.02137 0.0181324
3.02312 0.01729
3.02553 0.016622
3.02783 0.016014
3.03073 0.0155759
3.03453 0.0153874
3.03852 0.0152903
3.04208 0.0151151
3.04441 0.0147293
3.04659 0.0143607
3.04865 0.0140086
3.05067 0.0136845
3.05235 0.0133408
3.05408 0.0130337
3.05573 0.0127398
3.05684 0.0124084
3.05802 0.0121071
3.05929 0.0118335
3.06106 0.0116454
3.06296 0.0114929
3.06476 0.0113376
3.06685 0.0112476
3.06893 0.0111643
3.07089 0.0110702
3.07313 0.01104
3.0748 0.0109141
3.07615 0.0107536
3.07769 0.0106302
3.07956 0.0105677
3.08123 0.0104786
3.08264 0.01036
3.08409 0.0102533
3.08562 0.0101663
3.08723 0.0100975
3.08867 0.01001
3.09016 0.0099349
3.09129 0.00981766
3.09232 0.00969548
3.0933 0.00957469
3.09413 0.0094444
3.09474 0.00930318
3.09531 0.00916452
3.09572 0.00902203
3.09609 0.00888307
3.09623 0.00874215
3.0964 0.00860605
3.09649 0.00847311
3.09662 0.00834473
3.0968 0.00822124
3.09701 0.00810223
3.09722 0.0079867
3.09752 0.00787754
3.09769 0.00776768
3.09797 0.00766394
3.09824 0.00756297
3.09853 0.00746572
3.09874 0.00736863
3.09882 0.00727143
3.09896 0.00717781
3.09919 0.00708896
3.09952 0.00700628
3.09974 0.00692168
3.09997 0.00683951
3.10023 0.00676055
3.10061 0.00668929
3.10096 0.0066188
3.10138 0.0065535
3.10172 0.00648623
3.10209 0.00642138
3.1024 0.0063556
3.10275 0.00629369
3.10309 0.00623286
3.10336 0.00616986
3.1036 0.00610696
3.10383 0.00604531
3.1041 0.00598673
3.10433 0.00592813
3.10457 0.00587065
3.10486 0.00581724
3.10516 0.00576514
3.10547 0.00571515
3.10574 0.00566433
