# VELOCITY:     AVE_POFV:        ERROR:
     3.65339    0.067018    0.424303
     3.88909      0.0691   0.0806549
     4.12479    0.020732     0.11088
     4.36049   0.0136707   0.0795434
     4.59619   0.0160278    0.139194
      4.8319  0.00743935   0.0652333
      5.0676   0.0287851    0.273734
      5.3033  0.00335385   0.0337108
       5.539  0.00340786   0.0490868
     5.77471    0.010145    0.133925
     6.01041   0.0022539   0.0288538
     6.24611 9.82093e-05  0.00216506
     6.48181           0           0
     6.71751           0           0
     6.95322           0           0
    0.117851  0.00806102   0.0824634
    0.353553   0.0474979    0.230116
    0.589256    0.123579    0.271687
    0.824958    0.229016    0.566767
     1.06066    0.380368     1.02432
     1.29636    0.491596     1.39603
     1.53206    0.515662    0.751667
     1.76777    0.515084    0.637152
     2.00347    0.418855    0.451486
     2.23917    0.384721     0.58548
     2.47487    0.327304     1.29172
     2.71058    0.222825     1.17894
     2.94628    0.146128    0.606522
     3.18198    0.102279     0.37519
     3.41768    0.105206    0.235256
     3.65339   0.0640167    0.346252
     3.88909   0.0642799    0.127309
     4.12479   0.0229535    0.102112
     4.36049   0.0119855   0.0743082
     4.59619   0.0128379    0.132947
      4.8319   0.0059672   0.0620238
      5.0676   0.0230478     0.25499
      5.3033  0.00271058   0.0306891
       5.539  0.00658002   0.0822103
     5.77471  0.00819851    0.115944
     6.01041  0.00180312    0.025262
     6.24611 7.85674e-05  0.00178885
     6.48181           0           0
     6.71751           0           0
     6.95322           0           0
    0.117851  0.00899924   0.0720952
    0.353553    0.052722    0.226959
    0.589256    0.128589    0.254585
    0.824958    0.234016    0.486389
     1.06066     0.39562    0.924246
     1.29636    0.496546     1.16903
     1.53206    0.514456    0.627015
     1.76777    0.495315    0.702108
     2.00347    0.420715    0.378715
     2.23917    0.385033    0.487954
     2.47487    0.329093     1.07723
     2.71058    0.215183    0.998369
     2.94628    0.143697    0.508582
     3.18198    0.105385    0.320881
     3.41768    0.100812    0.221042
     3.65339   0.0676662    0.300748
     3.88909   0.0597996    0.148643
     4.12479   0.0223721   0.0861588
     4.36049   0.0135954   0.0723479
     4.59619   0.0113955    0.115748
      4.8319  0.00628212    0.052202
      5.0676   0.0192065    0.230479
      5.3033  0.00225881   0.0276451
       5.539  0.00548335    0.073095
     5.77471  0.00683209    0.101704
     6.01041   0.0015026   0.0221797
     6.24611 6.54729e-05  0.00152145
     6.48181           0           0
     6.71751           0           0
     6.95322           0           0
    0.117851   0.0109265   0.0766924
    0.353553   0.0570035    0.219148
    0.589256    0.127515    0.219678
    0.824958    0.240265    0.442148
     1.06066     0.40554    0.825988
     1.29636    0.493398     1.00477
     1.53206    0.524421    0.586509
     1.76777    0.498342    0.606019
     2.00347    0.420369    0.324715
     2.23917    0.387079    0.421018
     2.47487    0.314107    0.988583
     2.71058    0.209901    0.864751
     2.94628    0.142465    0.436892
     3.18198   0.0968119    0.341279
     3.41768    0.094901    0.235164
     3.65339   0.0736906    0.294298
     3.88909   0.0580192     0.13414
     4.12479   0.0263032     0.11848
     4.36049    0.015402   0.0752218
     4.59619   0.0103456    0.102252
      4.8319   0.0055362   0.0480741
      5.0676   0.0164627    0.207867
      5.3033  0.00193613   0.0248862
       5.539  0.00470002   0.0653162
     5.77471  0.00585608   0.0901585
     6.01041  0.00128794   0.0196728
     6.24611 5.61196e-05   0.0013226
     6.48181           0           0
     6.71751           0           0
     6.95322           0           0
    0.117851   0.0121829   0.0734725
    0.353553   0.0628662    0.237189
    0.589256    0.133506    0.239368
    0.824958     0.24487    0.402121
     1.06066     0.41435     0.75257
     1.29636    0.479794    0.936949
     1.53206    0.515582     0.55468
     1.76777    0.492898    0.545884
     2.00347    0.424505    0.300705
     2.23917    0.399147     0.46721
     2.47487    0.313676    0.865071
     2.71058    0.200799     0.78709
     2.94628    0.140066    0.386525
     3.18198   0.0959799    0.299276
     3.41768   0.0986635    0.224427
     3.65339    0.074256    0.257862
     3.88909   0.0598365    0.125095
     4.12479   0.0256694    0.104763
     4.36049   0.0135873   0.0787369
     4.59619  0.00905244   0.0946211
      4.8319  0.00484417   0.0451772
      5.0676   0.0144048    0.188369
      5.3033  0.00169411   0.0225251
       5.539  0.00411251   0.0588389
     5.77471  0.00512407   0.0807914
     6.01041  0.00112695   0.0176354
     6.24611 4.91046e-05  0.00116927
     6.48181           0           0
     6.71751           0           0
     6.95322           0           0
    0.117851   0.0118048   0.0659363
    0.353553    0.065152    0.217855
    0.589256    0.139187    0.252706
    0.824958    0.245353    0.357629
     1.06066    0.406724    0.693536
     1.29636     0.48272      0.8358
     1.53206    0.512989     0.49696
     1.76777    0.483277    0.537365
     2.00347    0.436136    0.386494
     2.23917    0.399799    0.415592
     2.47487    0.307524    0.782997
     2.71058    0.203583     0.70282
     2.94628    0.149167    0.407127
     3.18198     0.10078    0.289897
     3.41768   0.0978361    0.200476
     3.65339   0.0724784    0.233148
     3.88909   0.0565642    0.136133
     4.12479    0.023472    0.107019
     4.36049   0.0121758   0.0777556
     4.59619  0.00804661   0.0875033
      4.8319  0.00430593   0.0421841
      5.0676   0.0128043    0.171789
      5.3033  0.00150588   0.0205257
       5.539  0.00365557   0.0534386
     5.77471  0.00455473   0.0731029
     6.01041  0.00100173   0.0159614
     6.24611 4.36486e-05  0.00104757
     6.48181           0           0
     6.71751           0           0
     6.95322           0           0
    0.117851   0.0115455   0.0596721
    0.353553   0.0642858    0.197182
    0.589256    0.142468    0.240848
    0.824958    0.259261    0.465192
     1.06066    0.397058    0.666401
     1.29636    0.468006    0.831924
     1.53206    0.514147    0.448139
     1.76777    0.481711    0.485106
     2.00347    0.440985    0.367025
     2.23917    0.398567    0.375215
     2.47487    0.308625    0.705199
     2.71058    0.211211    0.658812
     2.94628    0.166048    0.548145
     3.18198    0.101146    0.261057
     3.41768   0.0931358    0.213164
     3.65339   0.0672851    0.244456
     3.88909   0.0520273    0.164362
     4.12479   0.0215314    0.107114
     4.36049   0.0112705   0.0733154
     4.59619  0.00724195    0.081115
      4.8319  0.00387534    0.039364
      5.0676   0.0115239    0.157672
      5.3033  0.00135529   0.0188276
       5.539  0.00329001   0.0488983
     5.77471  0.00409926   0.0667058
     6.01041 0.000901561   0.0145675
     6.24611 3.92837e-05 0.000948683
     6.48181           0           0
     6.71751           0           0
     6.95322           0           0
    0.117851   0.0105155     0.05973
    0.353553   0.0605773    0.200586
    0.589256    0.139204     0.23285
    0.824958     0.25195    0.458621
     1.06066    0.398387    0.606677
     1.29636    0.461198    0.774138
     1.53206    0.514984    0.407905
     1.76777    0.490332    0.488132
     2.00347    0.446074    0.355783
     2.23917    0.406461     0.39124
     2.47487    0.315602    0.663079
     2.71058     0.20973    0.599997
     2.94628    0.165699    0.498386
     3.18198    0.110098    0.321767
     3.41768   0.0914971    0.197825
     3.65339   0.0634575     0.24087
     3.88909   0.0476672      0.1831
     4.12479    0.019574    0.108348
     4.36049   0.0102459   0.0711385
     4.59619  0.00658359   0.0754523
      4.8319  0.00352303   0.0367929
      5.0676   0.0104763    0.145576
      5.3033  0.00123208   0.0173753
       5.539  0.00299092   0.0450418
     5.77471   0.0037266   0.0613124
     6.01041 0.000819601   0.0133918
     6.24611 3.57125e-05 0.000866784
     6.48181           0           0
     6.71751           0           0
     6.95322           0           0
    0.117851   0.0096998   0.0582503
    0.353553    0.060271    0.184022
    0.589256    0.134866    0.238192
    0.824958    0.249861    0.423474
     1.06066    0.395364    0.560978
     1.29636    0.450106    0.759373
     1.53206    0.515803    0.374446
     1.76777     0.50001    0.505812
     2.00347     0.45922     0.45719
     2.23917    0.408544    0.362211
     2.47487    0.325693    0.655696
     2.71058     0.20162    0.584436
     2.94628    0.167851    0.459856
     3.18198    0.112027    0.298678
     3.41768   0.0914705    0.181341
     3.65339   0.0622287    0.222819
     3.88909    0.043731    0.193324
     4.12479   0.0179428     0.10698
     4.36049  0.00939208   0.0684501
     4.59619  0.00603496   0.0704453
      4.8319  0.00322945   0.0344775
      5.0676  0.00960323     0.13513
      5.3033  0.00112941   0.0161227
       5.539  0.00274168   0.0417328
     5.77471  0.00341605   0.0567104
     6.01041 0.000751301   0.0123881
     6.24611 3.27364e-05 0.000797856
     6.48181           0           0
     6.71751           0           0
     6.95322           0           0
    0.117851   0.0092906    0.054693
    0.353553    0.058016    0.178596
    0.589256    0.132146    0.229713
    0.824958    0.246623    0.398839
     1.06066    0.394268     0.51852
     1.29636    0.457034    0.721148
     1.53206    0.509977    0.373866
     1.76777    0.495363    0.480534
     2.00347     0.47161    0.519544
     2.23917    0.406716    0.337324
     2.47487    0.339361    0.691438
     2.71058    0.202962    0.540477
     2.94628    0.168033    0.424506
     3.18198    0.113383     0.27769
     3.41768       0.088    0.187681
     3.65339   0.0584224    0.225765
     3.88909   0.0410953    0.189738
     4.12479   0.0167515    0.102959
     4.36049  0.00872098   0.0652817
     4.59619  0.00557073   0.0660101
      4.8319  0.00298103   0.0324001
      5.0676  0.00886452    0.126037
      5.3033  0.00104253   0.0150334
       5.539  0.00253078   0.0388664
     5.77471  0.00315327   0.0527411
     6.01041 0.000693509   0.0115222
     6.24611 3.02182e-05 0.000739053
     6.48181           0           0
     6.71751           0           0
     6.95322           0           0
    0.117851  0.00900298    0.051274
    0.353553   0.0606597    0.178067
    0.589256    0.136533    0.238918
    0.824958    0.246836    0.370387
     1.06066    0.386312    0.519533
     1.29636    0.463283    0.686954
     1.53206    0.512544    0.352829
     1.76777    0.491375     0.45681
     2.00347    0.473654    0.485031
     2.23917    0.403295    0.324278
     2.47487    0.340727    0.642923
     2.71058    0.204985    0.504319
     2.94628    0.164966    0.401298
     3.18198    0.115159    0.261507
     3.41768   0.0880292    0.174276
     3.65339   0.0586758    0.209731
     3.88909   0.0397944    0.179052
     4.12479   0.0156209   0.0995463
     4.36049  0.00809806   0.0625149
     4.59619  0.00517282   0.0620674
      4.8319   0.0027681   0.0305358
      5.0676  0.00823134    0.118061
      5.3033 0.000968063   0.0140786
       5.539  0.00235001   0.0363616
     5.77471  0.00292804   0.0492845
     6.01041 0.000643972    0.010768
     6.24611 2.80598e-05 0.000688303
     6.48181           0           0
     6.71751           0           0
     6.95322           0           0
    0.117851  0.00854028     0.04919
    0.353553   0.0595476    0.168431
    0.589256    0.140839    0.246851
    0.824958    0.253693    0.384626
     1.06066    0.387221    0.485412
     1.29636    0.464216    0.641568
     1.53206    0.507293    0.353728
     1.76777    0.485775    0.448048
     2.00347    0.477666    0.463327
     2.23917    0.401356    0.306391
     2.47487    0.341556    0.600408
     2.71058    0.208425    0.478238
     2.94628    0.163656    0.375928
     3.18198    0.111593    0.259347
     3.41768   0.0871954    0.163945
     3.65339   0.0594782    0.196741
     3.88909   0.0404164    0.167814
     4.12479   0.0149776   0.0942473
     4.36049  0.00764592   0.0593973
     4.59619  0.00482797   0.0585471
      4.8319  0.00258356   0.0288592
      5.0676  0.00768258    0.111013
      5.3033 0.000903525   0.0132356
       5.539  0.00219334   0.0341555
     5.77471  0.00273284   0.0462487
     6.01041 0.000601041   0.0101054
     6.24611 2.61891e-05 0.000644061
     6.48181           0           0
     6.71751           0           0
     6.95322           0           0
    0.117851  0.00821152   0.0468221
    0.353553   0.0568644    0.171194
    0.589256    0.141879    0.232839
    0.824958     0.25599    0.365005
     1.06066    0.386705    0.455251
     1.29636    0.467157    0.605823
     1.53206     0.50326    0.346197
     1.76777    0.479736    0.445631
     2.00347    0.474497    0.441338
     2.23917     0.40912    0.345145
     2.47487    0.345375    0.570698
     2.71058    0.216218    0.487756
     2.94628    0.162395      0.3538
     3.18198    0.109964    0.246433
     3.41768   0.0838253    0.174709
     3.65339    0.057693     0.18962
     3.88909   0.0417942    0.160949
     4.12479   0.0145841   0.0888875
     4.36049  0.00716805    0.056917
     4.59619  0.00452622   0.0553895
      4.8319  0.00242209   0.0273467
      5.0676  0.00720242    0.104746
      5.3033 0.000847055   0.0124862
       5.539  0.00205626   0.0321985
     5.77471  0.00256203   0.0435621
     6.01041 0.000563476  0.00951897
     6.24611 2.45523e-05 0.000605154
     6.48181           0           0
     6.71751           0           0
     6.95322           0           0
    0.117851  0.00799077   0.0444038
    0.353553   0.0574108    0.161688
    0.589256    0.143156    0.221398
    0.824958    0.256194    0.343571
     1.06066    0.381022    0.450873
     1.29636    0.461002    0.590097
     1.53206    0.498918    0.343021
     1.76777    0.486531    0.451739
     2.00347    0.481804    0.452885
     2.23917    0.415525      0.3613
     2.47487    0.342871    0.540677
     2.71058    0.219746    0.467263
     2.94628    0.162685    0.333065
     3.18198    0.107849    0.237745
     3.41768   0.0822809    0.168797
     3.65339   0.0560879    0.182815
     3.88909   0.0402646     0.15612
     4.12479   0.0142762   0.0840037
     4.36049  0.00782901   0.0560007
     4.59619  0.00444137   0.0521734
      4.8319  0.00227961   0.0259774
      5.0676  0.00677875   0.0991378
      5.3033 0.000797228   0.0118159
       5.539   0.0019353   0.0304514
     5.77471  0.00241133   0.0411682
     6.01041  0.00053033  0.00899635
     6.24611 2.31081e-05 0.000570672
     6.48181           0           0
     6.71751           0           0
     6.95322           0           0
    0.117851  0.00800733   0.0419389
    0.353553   0.0573739    0.152708
    0.589256    0.145477    0.216844
    0.824958    0.255487    0.324955
     1.06066     0.37613    0.442691
     1.29636     0.45953    0.558503
     1.53206     0.50139    0.329685
     1.76777    0.487946    0.428076
     2.00347    0.490907    0.483378
     2.23917     0.41448    0.342205
     2.47487    0.339451    0.517601
     2.71058    0.222021    0.444876
     2.94628    0.162877    0.314597
     3.18198    0.107024    0.225462
     3.41768   0.0798474    0.170408
     3.65339   0.0540991    0.179532
     3.88909   0.0394332    0.148874
     4.12479   0.0139435   0.0797624
     4.36049  0.00881374   0.0582301
     4.59619  0.00443579   0.0492751
      4.8319  0.00218461   0.0246465
      5.0676  0.00640215   0.0940925
      5.3033 0.000752938   0.0112131
       5.539  0.00182778   0.0288824
     5.77471  0.00227736    0.039022
     6.01041 0.000500867  0.00852776
     6.24611 2.18243e-05 0.000539903
     6.48181           0           0
     6.71751           0           0
     6.95322           0           0
    0.117851  0.00851319   0.0416617
    0.353553   0.0580789    0.145722
    0.589256    0.144229    0.207746
    0.824958    0.255639    0.307875
     1.06066    0.373544    0.424257
     1.29636     0.45643    0.534653
     1.53206     0.50474    0.323173
     1.76777    0.489548    0.407484
     2.00347    0.493839    0.463663
     2.23917    0.415966    0.326277
     2.47487    0.334364    0.506293
     2.71058    0.223742    0.423615
     2.94628    0.164221    0.299896
     3.18198    0.110979    0.234995
     3.41768   0.0784434    0.165144
     3.65339   0.0518411    0.179048
     3.88909   0.0381528    0.144563
     4.12479    0.013405   0.0767332
     4.36049  0.00836743   0.0562628
     4.59619  0.00529606   0.0513177
      4.8319  0.00213889   0.0233768
      5.0676   0.0060652   0.0895304
      5.3033 0.000713309   0.0106683
       5.539  0.00173158   0.0274659
     5.77471   0.0021575   0.0370873
     6.01041 0.000474506  0.00810529
     6.24611 2.06756e-05 0.000512278
     6.48181           0           0
     6.71751           0           0
     6.95322           0           0
    0.117851  0.00831734   0.0398758
    0.353553   0.0566579    0.142854
    0.589256     0.14707    0.209571
    0.824958    0.251809    0.307533
     1.06066    0.372213    0.404394
     1.29636    0.458004    0.509419
     1.53206    0.508907    0.323954
     1.76777     0.48726     0.39125
     2.00347    0.492775     0.44127
     2.23917    0.417428    0.312078
     2.47487    0.335413    0.481682
     2.71058    0.225277    0.404232
     2.94628    0.166165    0.288954
     3.18198    0.111543    0.223684
     3.41768   0.0764628    0.164403
     3.65339    0.051387    0.170468
     3.88909   0.0364769    0.143491
     4.12479   0.0132327   0.0730219
     4.36049  0.00801191   0.0541726
     4.59619   0.0055007   0.0490155
      4.8319  0.00212427   0.0222109
      5.0676  0.00576194    0.085386
      5.3033 0.000677644   0.0101734
       5.539  0.00164501   0.0261808
     5.77471  0.00204963   0.0353345
     6.01041 0.000450781  0.00772249
     6.24611 1.96419e-05  0.00048734
     6.48181           0           0
     6.71751           0           0
     6.95322           0           0
